,Ticker,Date,Name,AcquiredDisposedCode,TransactionCode,Shares,PricePerShare,SharesOwnedFollowing,fileDate
2130,TEAM,2023-03-23T00:00:00.000Z,Farquhar Scott,D,S,200.0,155.36,51684.0,2023-03-24T20:23:57.000Z
2131,HSTM,2023-03-23T00:00:00.000Z,Coady Trisha L,A,M,7413.0,0.0,22520.0,2023-03-24T20:23:51.000Z
2132,HSTM,2023-03-23T00:00:00.000Z,Coady Trisha L,D,F,1797.0,26.25,20723.0,2023-03-24T20:23:51.000Z
2133,ETRN,2023-03-24T00:00:00.000Z,BAILEY VICKY A,D,S,2440.0,5.09,0.0,2023-03-24T20:23:26.000Z
2134,JBL,2023-03-22T00:00:00.000Z,BORGES STEVEN D,D,S,8483.0,83.4,159129.0,2023-03-24T20:23:23.000Z
2135,JBL,2023-03-22T00:00:00.000Z,McKay Francis,D,S,1197.0,82.909,51084.0,2023-03-24T20:23:22.000Z
2136,AGL,2023-03-23T00:00:00.000Z,Kornitzer Benjamin,D,S,8094.0,28.0428,55426.0,2023-03-24T20:23:12.000Z
2137,AGL,2023-03-22T00:00:00.000Z,Kornitzer Benjamin,A,M,8094.0,8.99,63520.0,2023-03-24T20:23:12.000Z
2138,AGL,2023-03-23T00:00:00.000Z,Kornitzer Benjamin,A,M,8094.0,8.99,63520.0,2023-03-24T20:23:12.000Z
2139,AGL,2023-03-22T00:00:00.000Z,Kornitzer Benjamin,D,S,8094.0,27.8448,55426.0,2023-03-24T20:23:12.000Z
2140,FBIZ,2023-03-23T00:00:00.000Z,Harris John J,A,P,1000.0,30.7274,12440.0,2023-03-24T20:22:44.000Z
2141,HSTM,2023-03-23T00:00:00.000Z,Collier Michael Manning,A,M,8300.0,0.0,31902.0,2023-03-24T20:22:37.000Z
2142,HSTM,2023-03-23T00:00:00.000Z,Collier Michael Manning,D,F,2022.0,26.25,29880.0,2023-03-24T20:22:37.000Z
2143,INTC,2023-03-22T00:00:00.000Z,GELSINGER PATRICK P,D,F,6477.0,28.61,59384.0,2023-03-24T20:22:16.000Z
2144,INTC,2023-03-22T00:00:00.000Z,GELSINGER PATRICK P,A,M,13063.0,,65861.0,2023-03-24T20:22:16.000Z
2145,VITL,2023-03-22T00:00:00.000Z,Pappas Peter Nicholas,D,F,237.0,13.99,66518.0,2023-03-24T20:22:06.000Z
2146,THRM,2023-03-22T00:00:00.000Z,Brentano Yijing,D,F,633.0,59.34,14845.0,2023-03-24T20:20:30.000Z
2147,THRM,2023-03-22T00:00:00.000Z,Brentano Yijing,A,A,2211.0,0.0,15478.0,2023-03-24T20:20:30.000Z
2148,FL,2023-03-22T00:00:00.000Z,Clarke Sheilagh,A,A,13288.0,0.0,43532.0,2023-03-24T20:20:22.000Z
2149,FL,2023-03-22T00:00:00.000Z,Clarke Sheilagh,A,A,4109.0,0.0,47641.0,2023-03-24T20:20:22.000Z
2150,BIG,2023-03-23T00:00:00.000Z,Robins Ronald A Jr,A,A,44529.0,0.0,153660.0,2023-03-24T20:19:58.000Z
2151,BIG,2023-03-23T00:00:00.000Z,Robins Ronald A Jr,A,A,44861.0,0.0,109131.0,2023-03-24T20:19:58.000Z
2152,BIG,2023-03-22T00:00:00.000Z,Robins Ronald A Jr,D,F,916.0,11.09,64270.0,2023-03-24T20:19:58.000Z
2153,VITL,2023-03-22T00:00:00.000Z,McKeon Kathryn,D,F,59.0,13.99,27853.0,2023-03-24T20:19:50.000Z
2154,BIG,2023-03-22T00:00:00.000Z,Padovano Nicholas E,D,F,935.0,11.09,25044.0,2023-03-24T20:18:12.000Z
2155,BIG,2023-03-23T00:00:00.000Z,Padovano Nicholas E,A,A,37679.0,0.0,62723.0,2023-03-24T20:18:12.000Z
2156,FL,2023-03-22T00:00:00.000Z,Higginbotham Robert,A,A,2048.0,0.0,8524.0,2023-03-24T20:18:11.000Z
2157,HSTM,2023-03-23T00:00:00.000Z,Cunningham Jeff,D,F,1607.0,26.25,18424.0,2023-03-24T20:17:54.000Z
2158,HSTM,2023-03-23T00:00:00.000Z,Cunningham Jeff,A,M,6630.0,0.0,20031.0,2023-03-24T20:17:54.000Z
2159,VITL,2023-03-22T00:00:00.000Z,Diez-Canseco Russell,D,F,591.0,13.99,201655.0,2023-03-24T20:17:38.000Z
2160,BSX,2023-03-23T00:00:00.000Z,Butcher Arthur C,D,S,6703.0,47.97,22981.0,2023-03-24T20:17:11.000Z
2161,VLGEA,2023-03-23T00:00:00.000Z,SUMAS JOHN,D,S,11449.0,22.47,113022.0,2023-03-24T20:17:10.000Z
2162,TW,2023-03-23T00:00:00.000Z,Pluta Thomas,D,F,622.0,74.0,37577.0,2023-03-24T20:17:05.000Z
2163,FL,2023-03-22T00:00:00.000Z,Rodgers Elliott,A,A,9212.0,0.0,14318.0,2023-03-24T20:16:54.000Z
2164,EHTH,2023-03-22T00:00:00.000Z,SOISTMAN FRANCIS S JR,D,F,1157.0,8.21,632340.0,2023-03-24T20:16:33.000Z
2165,BIG,2023-03-23T00:00:00.000Z,Schlonsky Michael Allen,A,A,44529.0,0.0,178527.0,2023-03-24T20:16:17.000Z
2166,BIG,2023-03-22T00:00:00.000Z,Schlonsky Michael Allen,D,F,1092.0,11.09,89137.0,2023-03-24T20:16:17.000Z
2167,BIG,2023-03-23T00:00:00.000Z,Schlonsky Michael Allen,A,A,44861.0,0.0,133998.0,2023-03-24T20:16:17.000Z
2168,VITL,2023-03-22T00:00:00.000Z,DAWSON JEFFERY S,D,F,87.0,13.99,12203.0,2023-03-24T20:15:51.000Z
2169,SPRU,2023-03-13T00:00:00.000Z,Tech Eric M.,D,S,59883.0,0.746,744128.0,2023-03-24T20:15:36.000Z
2170,SPRU,2022-12-09T00:00:00.000Z,Tech Eric M.,D,S,9754.0,0.907,1003727.0,2023-03-24T20:15:36.000Z
2171,SPRU,2023-02-21T00:00:00.000Z,Tech Eric M.,D,S,34597.0,1.14,969130.0,2023-03-24T20:15:36.000Z
2172,SPRU,2023-03-01T00:00:00.000Z,Tech Eric M.,D,S,65411.0,0.936,903719.0,2023-03-24T20:15:36.000Z
2173,SPRU,2023-03-02T00:00:00.000Z,Tech Eric M.,D,S,50470.0,0.878,853249.0,2023-03-24T20:15:36.000Z
2174,SPRU,2023-03-06T00:00:00.000Z,Tech Eric M.,D,S,49238.0,0.899,804011.0,2023-03-24T20:15:36.000Z
2175,SPRU,2023-03-21T00:00:00.000Z,Tech Eric M.,D,S,65496.0,0.82,678632.0,2023-03-24T20:15:36.000Z
2176,THRM,2023-03-22T00:00:00.000Z,Nicholas Breisacher,A,A,369.0,0.0,2486.0,2023-03-24T20:15:26.000Z
2177,THRM,2023-03-22T00:00:00.000Z,Nicholas Breisacher,D,F,103.0,59.34,2383.0,2023-03-24T20:15:26.000Z
2178,BIG,2023-03-22T00:00:00.000Z,Mueller Andrej,D,F,825.0,11.09,49614.0,2023-03-24T20:14:24.000Z
2179,HSTM,2023-03-23T00:00:00.000Z,Fenstermacher Scott,A,M,5062.0,0.0,11281.0,2023-03-24T20:14:21.000Z
2180,HSTM,2023-03-23T00:00:00.000Z,Fenstermacher Scott,D,F,1725.0,26.25,9556.0,2023-03-24T20:14:21.000Z
2181,SLP,2023-03-23T00:00:00.000Z,DiBella John Anthony II,A,M,35000.0,6.85,79840.0,2023-03-24T20:14:13.000Z
2182,HSY,2023-03-23T00:00:00.000Z,Reiman Jason,D,S,94.0,245.12,16025.0,2023-03-24T20:13:54.000Z
2183,HSY,2023-03-23T00:00:00.000Z,Reiman Jason,D,S,242.0,243.527,16295.0,2023-03-24T20:13:54.000Z
2184,HSY,2023-03-23T00:00:00.000Z,Reiman Jason,D,S,270.0,244.393,16025.0,2023-03-24T20:13:54.000Z
2185,HSY,2023-03-23T00:00:00.000Z,Reiman Jason,A,M,94.0,107.95,16119.0,2023-03-24T20:13:54.000Z
2186,FITB,2023-03-23T00:00:00.000Z,Lavender Kevin P,D,F,1712.0,25.34,64592.0,2023-03-24T20:13:39.000Z
2187,SCWX,2023-03-23T00:00:00.000Z,Gagnon Neil,A,P,2923.0,8.1894,44865.0,2023-03-24T20:13:37.000Z
2188,SCWX,2023-03-23T00:00:00.000Z,Gagnon Neil,A,P,22027.0,8.1894,696359.0,2023-03-24T20:13:37.000Z
2189,SCWX,2023-03-22T00:00:00.000Z,Gagnon Neil,A,P,19892.0,8.1315,674332.0,2023-03-24T20:13:37.000Z
2190,VITL,2023-03-22T00:00:00.000Z,Dale Jason,D,F,237.0,13.99,87184.0,2023-03-24T20:13:28.000Z
2191,BIG,2023-03-23T00:00:00.000Z,THORN BRUCE K,A,A,100000.0,0.0,597505.0,2023-03-24T20:13:07.000Z
2192,BIG,2023-03-23T00:00:00.000Z,THORN BRUCE K,A,A,235074.0,0.0,497505.0,2023-03-24T20:13:07.000Z
2193,BIG,2023-03-22T00:00:00.000Z,THORN BRUCE K,D,F,4651.0,11.09,262431.0,2023-03-24T20:13:07.000Z
2194,HSTM,2023-03-23T00:00:00.000Z,McQuigg Michael Scott,D,F,1615.0,26.25,14001.0,2023-03-24T20:12:36.000Z
2195,HSTM,2023-03-23T00:00:00.000Z,McQuigg Michael Scott,A,M,6630.0,0.0,15616.0,2023-03-24T20:12:36.000Z
2196,FL,2023-03-22T00:00:00.000Z,Reeves Rosalind,A,A,2764.0,0.0,8189.0,2023-03-24T20:12:23.000Z
2197,PDI,2023-03-22T00:00:00.000Z,FISHER DAVID NICHOLS III,A,P,7376.0,18.1816,13720.35,2023-03-24T20:12:09.000Z
2198,HSY,2023-03-23T00:00:00.000Z,McCalman Jennifer,D,S,109.0,243.23,2450.0,2023-03-24T20:11:51.000Z
2199,BIG,2023-03-23T00:00:00.000Z,Burt Gene Eddie,A,A,40676.0,0.0,73957.0,2023-03-24T20:11:45.000Z
2200,BIG,2023-03-22T00:00:00.000Z,Burt Gene Eddie,D,F,870.0,11.09,33281.0,2023-03-24T20:11:45.000Z
2201,BIG,2023-03-23T00:00:00.000Z,Burt Gene Eddie,A,A,40375.0,0.0,114332.0,2023-03-24T20:11:45.000Z
2202,MRNA,2023-03-22T00:00:00.000Z,Bancel Stephane,D,S,18321.0,149.84,5429746.0,2023-03-24T20:11:06.000Z
2203,THRM,2023-03-22T00:00:00.000Z,Barkas Rafael,A,A,2950.0,0.0,17899.0,2023-03-24T20:11:06.000Z
2204,THRM,2023-03-22T00:00:00.000Z,Barkas Rafael,D,F,844.0,59.34,17055.0,2023-03-24T20:11:06.000Z
2205,MRNA,2023-03-22T00:00:00.000Z,Bancel Stephane,A,M,40000.0,0.99,5451946.0,2023-03-24T20:11:06.000Z
2206,MRNA,2023-03-23T00:00:00.000Z,Bancel Stephane,D,S,1259.0,152.55,5411946.0,2023-03-24T20:11:06.000Z
2207,MRNA,2023-03-23T00:00:00.000Z,Bancel Stephane,D,S,996.0,151.53,5413205.0,2023-03-24T20:11:06.000Z
2208,MRNA,2023-03-23T00:00:00.000Z,Bancel Stephane,D,S,7243.0,150.66,5414201.0,2023-03-24T20:11:06.000Z
2209,MRNA,2023-03-23T00:00:00.000Z,Bancel Stephane,D,S,5906.0,149.61,5421444.0,2023-03-24T20:11:06.000Z
2210,MRNA,2023-03-23T00:00:00.000Z,Bancel Stephane,D,S,18458.0,148.62,5427350.0,2023-03-24T20:11:06.000Z
2211,MRNA,2023-03-23T00:00:00.000Z,Bancel Stephane,D,S,6138.0,147.71,5445808.0,2023-03-24T20:11:06.000Z
2212,MRNA,2023-03-23T00:00:00.000Z,Bancel Stephane,A,M,40000.0,0.99,5451946.0,2023-03-24T20:11:06.000Z
2213,MRNA,2023-03-22T00:00:00.000Z,Bancel Stephane,D,S,2838.0,151.67,5411946.0,2023-03-24T20:11:06.000Z
2214,MRNA,2023-03-22T00:00:00.000Z,Bancel Stephane,D,S,14962.0,150.76,5414784.0,2023-03-24T20:11:06.000Z
2215,MRNA,2023-03-22T00:00:00.000Z,Bancel Stephane,D,S,3879.0,149.13,5448067.0,2023-03-24T20:11:06.000Z
2216,FITB,2023-03-23T00:00:00.000Z,Leonard James C.,D,F,1632.0,25.34,158957.0,2023-03-24T20:10:58.000Z
2217,BIG,2023-03-22T00:00:00.000Z,Ramsden Jonathan E,D,F,1354.0,11.09,73104.0,2023-03-24T20:10:09.000Z
2218,BIG,2023-03-23T00:00:00.000Z,Ramsden Jonathan E,A,A,61583.0,0.0,196729.0,2023-03-24T20:10:09.000Z
2219,BIG,2023-03-23T00:00:00.000Z,Ramsden Jonathan E,A,A,62042.0,0.0,135146.0,2023-03-24T20:10:09.000Z
2220,HSTM,2023-03-23T00:00:00.000Z,O'Hara Kevin P,A,M,3626.0,0.0,6224.0,2023-03-24T20:10:02.000Z
2221,HSTM,2023-03-23T00:00:00.000Z,O'Hara Kevin P,D,F,883.0,26.25,5341.0,2023-03-24T20:10:02.000Z
2222,FL,2023-03-22T00:00:00.000Z,Cipriano Giovanna,A,A,2846.0,0.0,38906.0,2023-03-24T20:10:00.000Z
2223,FL,2023-03-22T00:00:00.000Z,Cipriano Giovanna,A,A,11411.0,0.0,36060.0,2023-03-24T20:10:00.000Z
2224,TGEN,2023-03-24T00:00:00.000Z,HATSOPOULOS JOHN,A,P,50000.0,0.9199,384863.0,2023-03-24T20:09:53.000Z
2225,TCBK,2023-03-23T00:00:00.000Z,Hasbrook John S A,A,M,4000.0,19.46,58421.84,2023-03-24T20:09:26.000Z
2226,BIG,2023-03-23T00:00:00.000Z,Giannantonio Margarita,A,A,54166.0,0.0,125237.0,2023-03-24T20:08:46.000Z
2227,BIG,2023-03-23T00:00:00.000Z,Giannantonio Margarita,A,A,54570.0,0.0,71071.0,2023-03-24T20:08:46.000Z
2228,HSTM,2023-03-23T00:00:00.000Z,Roberts Scott Alexander,A,M,5634.0,0.0,16046.0,2023-03-24T20:08:30.000Z
2229,HSTM,2023-03-23T00:00:00.000Z,Roberts Scott Alexander,D,F,1362.0,26.25,14684.0,2023-03-24T20:08:30.000Z
2230,FL,2023-03-22T00:00:00.000Z,Bracken Franklin,A,A,10046.0,0.0,107122.0,2023-03-24T20:08:28.000Z
2231,FL,2023-03-22T00:00:00.000Z,Bracken Franklin,A,A,21850.0,0.0,97076.0,2023-03-24T20:08:28.000Z
2232,APRN,2023-03-23T00:00:00.000Z,Carmichael Beverly K,A,M,2674.0,,2674.0,2023-03-24T20:07:49.000Z
2233,PD,2023-03-22T00:00:00.000Z,Tejada Jennifer,D,S,19681.0,32.12,602610.0,2023-03-24T20:07:02.000Z
2234,PD,2023-03-22T00:00:00.000Z,Tejada Jennifer,D,S,55319.0,31.47,622291.0,2023-03-24T20:07:02.000Z
2235,PD,2023-03-22T00:00:00.000Z,Tejada Jennifer,A,M,75000.0,2.0,677610.0,2023-03-24T20:07:02.000Z
2236,THRM,2023-03-22T00:00:00.000Z,Anversa Matteo,A,A,3687.0,0.0,37055.0,2023-03-24T20:06:33.000Z
2237,THRM,2023-03-22T00:00:00.000Z,Anversa Matteo,D,F,1608.0,59.34,35447.0,2023-03-24T20:06:33.000Z
2238,ABNB,2023-03-22T00:00:00.000Z,Stephenson Dave,D,S,1057.0,123.89,133893.0,2023-03-24T20:06:15.000Z
2239,ABNB,2023-03-22T00:00:00.000Z,Gebbia Joseph,D,S,25000.0,125.0819,6458435.0,2023-03-24T20:06:13.000Z
2240,SLM,2023-03-22T00:00:00.000Z,Manvitz Ted,A,A,2048.0,0.0,22241.0,2023-03-24T20:05:45.000Z
2241,HGV,2023-03-22T00:00:00.000Z,Mathewes Daniel Jason,D,F,3967.0,43.1,89359.0,2023-03-24T20:05:39.000Z
2242,HGV,2023-03-22T00:00:00.000Z,Brizi Jorge Pablo,D,F,2060.0,43.1,36452.0,2023-03-24T20:05:33.000Z
2243,RANI,2023-03-22T00:00:00.000Z,Sanford Svai S,D,F,3355.0,5.95,119597.0,2023-03-24T20:05:29.000Z
2244,HGV,2023-03-22T00:00:00.000Z,GURNIK GORDON,D,F,3093.0,43.1,107639.0,2023-03-24T20:05:24.000Z
2245,RANI,2023-03-22T00:00:00.000Z,Imran Talat,D,F,7988.0,5.95,90945.0,2023-03-24T20:05:20.000Z
2246,RANI,2023-03-22T00:00:00.000Z,Groen Eric,D,F,2498.0,5.95,24216.0,2023-03-24T20:05:20.000Z
2247,HGV,2023-03-22T00:00:00.000Z,Corbin Charles R. Jr.,D,F,2696.0,43.1,99761.0,2023-03-24T20:05:18.000Z
2248,HGV,2023-03-22T00:00:00.000Z,Wang Mark D,D,F,12263.0,43.1,571775.0,2023-03-24T20:05:15.000Z
2249,RANI,2023-03-22T00:00:00.000Z,Hashim Mir,D,F,4201.0,5.95,134265.0,2023-03-24T20:05:15.000Z
2250,HGV,2023-03-22T00:00:00.000Z,Hernandez Carlos,D,F,676.0,43.1,17327.0,2023-03-24T20:05:11.000Z
2251,SLM,2023-03-22T00:00:00.000Z,Lavelle Mark L,A,A,2222.0,0.0,46708.0,2023-03-24T20:04:12.000Z
2252,VNT,2023-03-23T00:00:00.000Z,Eatroff Robert L,A,A,0.51,25.98,22947.482,2023-03-24T20:03:35.000Z
2253,FL,2023-03-22T00:00:00.000Z,Dillon Mary N,A,A,40942.0,0.0,115388.0,2023-03-24T20:02:54.000Z
2254,TMHC,2023-03-23T00:00:00.000Z,LYON WILLIAM H,D,S,26381.0,37.56,4135316.0,2023-03-24T20:02:03.000Z
2255,BFI,2023-03-21T00:00:00.000Z,JOHN ROSATTI REVOCABLE TRUST,D,S,5000.0,1.217,4013396.0,2023-03-24T20:01:36.000Z
2256,BFI,2023-03-23T00:00:00.000Z,JOHN ROSATTI REVOCABLE TRUST,D,S,5000.0,1.2217,4003396.0,2023-03-24T20:01:36.000Z
2257,BFI,2023-03-22T00:00:00.000Z,JOHN ROSATTI REVOCABLE TRUST,D,S,5000.0,1.1901,4008396.0,2023-03-24T20:01:36.000Z
2258,PCG,2023-03-22T00:00:00.000Z,Foster Christopher A,D,F,4519.0,15.54,61472.0,2023-03-24T20:00:28.000Z
2259,OLED,2023-03-22T00:00:00.000Z,Mahon Janice K,D,F,714.0,144.89,38884.0,2023-03-24T20:00:20.000Z
2260,OLED,2023-03-22T00:00:00.000Z,Mahon Janice K,A,A,1396.0,0.0,39598.0,2023-03-24T20:00:20.000Z
2261,OLED,2023-03-22T00:00:00.000Z,ABRAMSON STEVEN V,D,F,1361.0,144.89,201373.0,2023-03-24T20:00:18.000Z
2262,OLED,2023-03-22T00:00:00.000Z,ABRAMSON STEVEN V,A,A,3209.0,0.0,202734.0,2023-03-24T20:00:18.000Z
2263,OLED,2023-03-22T00:00:00.000Z,ROSENBLATT SIDNEY D,A,A,3209.0,0.0,120728.0,2023-03-24T20:00:16.000Z
2264,OLED,2023-03-22T00:00:00.000Z,ROSENBLATT SIDNEY D,D,F,1361.0,144.89,119367.0,2023-03-24T20:00:16.000Z
2265,OLED,2023-03-22T00:00:00.000Z,BROWN JULIA J,A,A,2252.0,0.0,65793.0,2023-03-24T20:00:14.000Z
2266,OLED,2023-03-22T00:00:00.000Z,BROWN JULIA J,D,F,955.0,144.89,64838.0,2023-03-24T20:00:14.000Z
2267,OLED,2023-03-22T00:00:00.000Z,Premutico Mauro,A,A,1733.0,0.0,34015.0,2023-03-24T20:00:10.000Z
2268,OLED,2023-03-22T00:00:00.000Z,Premutico Mauro,D,F,959.0,144.89,33056.0,2023-03-24T20:00:10.000Z
2269,SPTN,2023-03-22T00:00:00.000Z,Monaco Jason,D,F,3538.0,24.28,56370.0,2023-03-24T19:56:41.000Z
2270,AUGG,2023-03-22T00:00:00.000Z,Augusta Investments Inc.,A,P,2996200.0,0.97,25080888.0,2023-03-24T19:56:20.000Z
2271,EMBK,2023-03-07T00:00:00.000Z,Venkatesan Siddhartha,A,A,117109.0,0.0,175124.0,2023-03-24T19:55:31.000Z
2272,EMBK,2022-12-09T00:00:00.000Z,Venkatesan Siddhartha,D,S,9102.0,3.14,58015.0,2023-03-24T19:55:31.000Z
2273,SAL,2023-03-22T00:00:00.000Z,SUMMERVILLE ELIZABETH A,A,A,783.0,0.0,783.0,2023-03-24T19:50:18.000Z
2274,SAL,2023-03-22T00:00:00.000Z,SUMMERVILLE ELIZABETH A,D,F,284.0,24.35,499.0,2023-03-24T19:50:18.000Z
2275,ACFN,2023-03-22T00:00:00.000Z,LOEB JAN H,A,P,125000.0,0.3,1491666.0,2023-03-24T19:49:39.000Z
2276,SAL,2023-03-22T00:00:00.000Z,Rubino Todd J,D,F,266.0,24.35,580.0,2023-03-24T19:49:02.000Z
2277,SAL,2023-03-22T00:00:00.000Z,Rubino Todd J,A,A,846.0,0.0,846.0,2023-03-24T19:49:02.000Z
2278,,2023-03-23T00:00:00.000Z,JENKINS HOWARD M,D,S,343642.6114,14.55,453958.1918,2023-03-24T19:48:17.000Z
2279,NMTC,2023-03-23T00:00:00.000Z,Christianson Mark,D,S,12711.0,1.502,337494.0,2023-03-24T19:48:10.000Z
2280,NMTC,2023-03-22T00:00:00.000Z,Christianson Mark,D,S,11667.0,1.5085,350205.0,2023-03-24T19:48:10.000Z
2281,NMTC,2023-03-21T00:00:00.000Z,Christianson Mark,D,S,2122.0,1.6048,361872.0,2023-03-24T19:48:10.000Z
2282,SAL,2023-03-22T00:00:00.000Z,RAYMOND AMY D,D,F,346.0,24.35,594.0,2023-03-24T19:46:48.000Z
2283,SAL,2023-03-22T00:00:00.000Z,RAYMOND AMY D,A,A,940.0,0.0,940.0,2023-03-24T19:46:48.000Z
2284,SAL,2023-03-22T00:00:00.000Z,ESSEX STEVEN M,D,F,340.0,24.35,600.0,2023-03-24T19:45:39.000Z
2285,SAL,2023-03-22T00:00:00.000Z,ESSEX STEVEN M,A,A,940.0,0.0,940.0,2023-03-24T19:45:39.000Z
2286,SAL,2023-03-22T00:00:00.000Z,DAVIES JOHN MATTHEW,A,A,1880.0,0.0,1880.0,2023-03-24T19:44:29.000Z
2287,SAL,2023-03-22T00:00:00.000Z,DAVIES JOHN MATTHEW,D,F,565.0,24.35,1315.0,2023-03-24T19:44:29.000Z
2288,HMNF,2023-03-23T00:00:00.000Z,Bolton Jeffrey,A,P,1000.0,19.09,1615.0,2023-03-24T19:43:09.000Z
2289,SAL,2023-03-22T00:00:00.000Z,CLINTON TODD M,D,F,350.0,24.35,590.0,2023-03-24T19:42:42.000Z
2290,SAL,2023-03-22T00:00:00.000Z,CLINTON TODD M,A,A,940.0,0.0,940.0,2023-03-24T19:42:42.000Z
2291,CZNC,2023-02-14T00:00:00.000Z,HARTLEY SUSAN E,A,J,202.0,22.75,21139.0,2023-03-24T19:42:27.000Z
2292,CZNC,2023-02-14T00:00:00.000Z,HARTLEY SUSAN E,A,J,17.0,22.746,1360.0,2023-03-24T19:42:27.000Z
2293,CZNC,2023-02-14T00:00:00.000Z,HARTLEY SUSAN E,A,J,44.0,22.746,21183.0,2023-03-24T19:42:27.000Z
2294,SAL,2023-03-22T00:00:00.000Z,CANTELE RICHARD J JR,A,A,2820.0,0.0,2820.0,2023-03-24T19:41:12.000Z
2295,SAL,2023-03-22T00:00:00.000Z,CANTELE RICHARD J JR,D,F,846.0,24.35,1974.0,2023-03-24T19:41:12.000Z
2296,SAL,2023-03-22T00:00:00.000Z,Balesano Carla L,D,F,340.0,24.35,600.0,2023-03-24T19:40:05.000Z
2297,SAL,2023-03-22T00:00:00.000Z,Balesano Carla L,A,A,940.0,0.0,940.0,2023-03-24T19:40:05.000Z
2298,SAL,2023-03-22T00:00:00.000Z,Albero Peter,D,F,680.0,24.35,1200.0,2023-03-24T19:39:04.000Z
2299,SAL,2023-03-22T00:00:00.000Z,Albero Peter,A,A,1880.0,0.0,1880.0,2023-03-24T19:39:04.000Z
2300,AX,2023-03-23T00:00:00.000Z,Walsh Derrick,D,D,753.0,36.37,28038.0,2023-03-24T19:21:02.000Z
2301,AX,2023-03-23T00:00:00.000Z,Walsh Derrick,A,M,1432.0,36.37,28791.0,2023-03-24T19:21:02.000Z
2302,AX,2023-03-23T00:00:00.000Z,Tolla John Charles,A,M,1038.0,36.37,22677.0,2023-03-24T19:20:54.000Z
2303,AX,2023-03-23T00:00:00.000Z,Tolla John Charles,D,D,546.0,36.37,22131.0,2023-03-24T19:20:54.000Z
2304,AX,2023-03-23T00:00:00.000Z,Swanson Brian D,A,M,1418.0,36.37,44566.0,2023-03-24T19:20:39.000Z
2305,AX,2023-03-23T00:00:00.000Z,Swanson Brian D,D,D,746.0,36.37,43820.0,2023-03-24T19:20:39.000Z
2306,AX,2023-03-23T00:00:00.000Z,PITTERS RON,A,M,609.0,36.37,13156.0,2023-03-24T19:20:07.000Z
2307,AX,2023-03-23T00:00:00.000Z,PITTERS RON,D,D,210.0,36.37,12946.0,2023-03-24T19:20:07.000Z
2308,AX,2023-03-23T00:00:00.000Z,PARK DAVID X,D,D,562.0,36.37,10351.0,2023-03-24T19:19:37.000Z
2309,AX,2023-03-23T00:00:00.000Z,PARK DAVID X,A,M,1135.0,36.37,10913.0,2023-03-24T19:19:37.000Z
2310,AX,2023-03-23T00:00:00.000Z,MATSUMOTO RAYMOND D,D,D,980.0,36.37,23659.0,2023-03-24T19:19:26.000Z
2311,AX,2023-03-23T00:00:00.000Z,MATSUMOTO RAYMOND D,A,M,1862.0,36.37,24639.0,2023-03-24T19:19:26.000Z
2312,AX,2023-03-23T00:00:00.000Z,Constantine Thomas M,A,M,1504.0,36.37,16112.0,2023-03-24T19:19:10.000Z
2313,AX,2023-03-23T00:00:00.000Z,Constantine Thomas M,D,D,791.0,36.37,15321.0,2023-03-24T19:19:10.000Z
2314,AX,2023-03-23T00:00:00.000Z,Bar-Adon Eshel,A,M,1289.0,36.37,115994.0,2023-03-24T19:18:52.000Z
2315,AX,2023-03-23T00:00:00.000Z,Bar-Adon Eshel,D,D,678.0,36.37,115316.0,2023-03-24T19:18:52.000Z
2316,SF,2023-03-24T00:00:00.000Z,ZEMLYAK JAMES M,A,P,20000.0,56.055,1250652.0,2023-03-24T19:12:57.000Z
2317,OLLI,2023-03-22T00:00:00.000Z,SWYGERT JOHN W,D,F,1325.0,58.47,41581.0,2023-03-24T19:01:16.000Z
2318,OLLI,2023-03-22T00:00:00.000Z,SWYGERT JOHN W,A,M,4649.0,0.0,42906.0,2023-03-24T19:01:16.000Z
2319,OLLI,2023-03-22T00:00:00.000Z,McLain Kevin,D,F,184.0,58.47,5621.0,2023-03-24T19:00:42.000Z
2320,OLLI,2023-03-22T00:00:00.000Z,McLain Kevin,A,M,632.0,,5805.0,2023-03-24T19:00:42.000Z
2321,OLLI,2023-03-22T00:00:00.000Z,Kraus Larry,A,M,458.0,0.0,4601.0,2023-03-24T19:00:08.000Z
2322,OLLI,2023-03-22T00:00:00.000Z,Kraus Larry,D,F,128.0,58.47,4473.0,2023-03-24T19:00:08.000Z
2323,TTC,2023-03-23T00:00:00.000Z,ETTINGER JEFFREY M,D,F,1371.0,108.9,71619.0,2023-03-24T18:50:53.000Z
2324,TTC,2023-03-23T00:00:00.000Z,ETTINGER JEFFREY M,A,M,5104.0,29.23,72990.0,2023-03-24T18:50:53.000Z
2325,TTC,2023-03-22T00:00:00.000Z,Ellis Gary Lee,D,S,5104.0,110.524,32108.0,2023-03-24T18:48:13.000Z
2326,TTC,2023-03-22T00:00:00.000Z,Ellis Gary Lee,A,M,5104.0,29.23,37212.0,2023-03-24T18:48:13.000Z
2327,ATSG,2023-03-24T00:00:00.000Z,Johns Raymond E Jr,D,G,200.0,20.13,18093.0,2023-03-24T18:45:51.000Z
2328,AEY,2023-03-22T00:00:00.000Z,CHYMIAK DAVID E,A,A,8824.0,1.16,2562348.0,2023-03-24T18:41:03.000Z
2329,UEC,2023-03-24T00:00:00.000Z,Adnani Amir,A,P,20000.0,2.73,3635101.0,2023-03-24T18:40:18.000Z
