,Date,Ticker,Senator,Transaction,Amount,Range
4828,2020-03-06,HELE,"Loeffler, Kelly",Sale,50001.0,"$50,001 - $100,000"
4829,2018-12-21,CFR,"Collins, Susan M.",Sale,1001.0,"$1,001 - $15,000"
4830,2017-06-15,CFR,"Collins, Susan M.",Purchase,1001.0,"$1,001 - $15,000"
4831,2021-01-04,WY,"Tuberville, Tommy",Sale,50001.0,"$50,001 - $100,000"
4832,2018-12-19,WY,"Moran, Jerry",Sale,1001.0,"$1,001 - $15,000"
4833,2018-12-19,WY,"Moran, Jerry",Sale,1001.0,"$1,001 - $15,000"
4834,2018-12-06,WY,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
4835,2018-12-06,WY,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
4836,2019-03-11,AZN,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
4837,2017-09-08,AZN,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
4838,2022-03-30,REGN,"Tuberville, Tommy",Sale,1001.0,"$1,001 - $15,000"
4839,2021-03-29,REGN,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
4840,2017-12-18,REGN,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
4841,2017-05-16,REGN,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
4842,2016-09-06,REGN,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
4843,2016-09-06,REGN,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
4844,2016-05-24,REGN,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
4845,2022-08-01,DHS,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
4846,2020-04-02,KNX,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
4847,2021-06-29,VSH,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
4848,2020-08-25,UPS,"Wyden, Ron",Purchase,50001.0,"$50,001 - $100,000"
4849,2020-08-21,UPS,"Wyden, Ron",Purchase,50001.0,"$50,001 - $100,000"
4850,2020-08-21,UPS,"Wyden, Ron",Purchase,50001.0,"$50,001 - $100,000"
4851,2020-08-19,UPS,"Wyden, Ron",Purchase,50001.0,"$50,001 - $100,000"
4852,2020-08-19,UPS,"Wyden, Ron",Purchase,50001.0,"$50,001 - $100,000"
4853,2020-08-17,UPS,"Wyden, Ron",Purchase,50001.0,"$50,001 - $100,000"
4854,2020-08-17,UPS,"Wyden, Ron",Purchase,50001.0,"$50,001 - $100,000"
4855,2020-08-14,UPS,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
4856,2020-08-14,UPS,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
4857,2020-04-08,UPS,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
4858,2019-07-23,UPS,"Hoeven, John",Sale,100001.0,"$100,001 - $250,000"
4859,2018-12-14,UPS,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
4860,2018-12-13,UPS,"Perdue, David",Sale,50001.0,"$50,001 - $100,000"
4861,2018-12-12,UPS,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
4862,2018-12-12,UPS,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
4863,2018-04-23,UPS,"Cassidy, Bill",Purchase,1001.0,"$1,001 - $15,000"
4864,2018-03-27,UPS,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
4865,2018-02-20,UPS,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4866,2018-02-13,UPS,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
4867,2018-02-12,UPS,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
4868,2018-02-09,UPS,"Perdue, David",Purchase,50001.0,"$50,001 - $100,000"
4869,2017-06-15,UPS,"Murray, Patty",Sale,1001.0,"$1,001 - $15,000"
4870,2017-03-16,UPS,"Murray, Patty",Purchase,1001.0,"$1,001 - $15,000"
4871,2017-03-02,UPS,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
4872,2020-04-14,LGF-B,"Perdue, David",Sale,50001.0,"$50,001 - $100,000"
4873,2020-04-14,LGF-B,"Perdue, David",Sale,50001.0,"$50,001 - $100,000"
4874,2019-11-12,LGF-B,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
4875,2019-11-11,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4876,2019-11-11,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4877,2019-11-11,LGF-B,"Perdue, David",Purchase,50001.0,"$50,001 - $100,000"
4878,2019-10-11,LGF-B,"Perdue, David",Sale,50001.0,"$50,001 - $100,000"
4879,2019-07-19,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4880,2019-06-24,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4881,2019-02-08,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4882,2018-12-24,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4883,2018-12-21,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4884,2018-12-20,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4885,2018-12-19,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4886,2018-12-17,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4887,2018-12-14,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4888,2018-12-12,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4889,2018-12-11,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4890,2018-12-11,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4891,2018-12-07,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4892,2018-12-06,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4893,2018-12-04,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4894,2018-12-04,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4895,2018-12-03,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4896,2018-11-30,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4897,2018-11-28,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4898,2018-11-27,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4899,2018-11-27,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4900,2018-11-26,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4901,2018-11-20,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4902,2018-11-19,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4903,2018-11-16,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4904,2018-11-14,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4905,2018-11-13,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4906,2018-11-12,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4907,2018-11-12,LGF-B,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4908,2018-11-09,LGF-B,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
4909,2020-04-14,NWSA,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
4910,2020-04-14,NWSA,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
4911,2020-03-20,NWSA,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4912,2020-03-17,NWSA,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4913,2020-03-10,NWSA,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4914,2019-10-16,NWSA,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4915,2019-10-15,NWSA,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4916,2019-09-30,NWSA,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
4917,2019-06-14,NWSA,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
4918,2016-12-14,AMG,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
4919,2016-12-14,AMG,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
4920,2016-07-25,AMG,"Reed, John F.",Purchase,1001.0,"$1,001 - $15,000"
4921,2016-07-25,AMG,"Reed, John F.",Purchase,1001.0,"$1,001 - $15,000"
4922,2022-10-25,FTBFX,"Tuberville, Tommy",Sale,15001.0,"$15,001 - $50,000"
4923,2022-01-06,WEX,"Collins, Susan M.",Sale,15001.0,"$15,001 - $50,000"
4924,2019-05-21,WEX,"Collins, Susan M.",Purchase,15001.0,"$15,001 - $50,000"
4925,2022-01-13,FUN,"Tuberville, Tommy",Sale,15001.0,"$15,001 - $50,000"
4926,2017-11-01,LVLT,"Bennet, Michael",Sale,50001.0,"$50,001 - $100,000"
4927,2022-11-30,MSFT,"Sullivan, Dan",Purchase,15001.0,"$15,001 - $50,000"
4928,2022-11-22,MSFT,"Sullivan, Dan",Purchase,1001.0,"$1,001 - $15,000"
4929,2022-11-22,MSFT,"Sullivan, Dan",Purchase,1001.0,"$1,001 - $15,000"
4930,2022-11-22,MSFT,"Sullivan, Dan",Purchase,1001.0,"$1,001 - $15,000"
4931,2022-11-22,MSFT,"Tuberville, Tommy",Sale,100001.0,"$100,001 - $250,000"
4932,2022-10-24,MSFT,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
4933,2022-10-17,MSFT,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
4934,2022-10-13,MSFT,"Tuberville, Tommy",Purchase,250001.0,"$250,001 - $500,000"
4935,2022-10-05,MSFT,"Tuberville, Tommy",Sale,100001.0,"$100,001 - $250,000"
4936,2022-09-19,MSFT,"Tuberville, Tommy",Purchase,250001.0,"$250,001 - $500,000"
4937,2022-06-17,MSFT,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
4938,2022-02-24,MSFT,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
4939,2022-01-14,MSFT,"Tuberville, Tommy",Sale,15001.0,"$15,001 - $50,000"
4940,2021-12-21,MSFT,"Moran, Jerry",Sale,1001.0,"$1,001 - $15,000"
4941,2021-12-21,MSFT,"Moran, Jerry",Sale,1001.0,"$1,001 - $15,000"
4942,2021-12-17,MSFT,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
4943,2021-11-01,MSFT,"Hickenlooper, John",Sale,250001.0,"$250,001 - $500,000"
4944,2021-08-17,MSFT,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
4945,2021-07-26,MSFT,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
4946,2020-09-04,MSFT,"Roberts, Pat",Sale,50001.0,"$50,001 - $100,000"
4947,2020-09-03,MSFT,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
4948,2020-08-19,MSFT,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
4949,2020-08-19,MSFT,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
4950,2020-07-31,MSFT,"Wyden, Ron",Purchase,50001.0,"$50,001 - $100,000"
4951,2020-07-31,MSFT,"Wyden, Ron",Purchase,50001.0,"$50,001 - $100,000"
4952,2020-06-26,MSFT,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
4953,2020-06-24,MSFT,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
4954,2020-06-23,MSFT,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
4955,2020-06-17,MSFT,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
4956,2020-04-29,MSFT,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
4957,2020-04-28,MSFT,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
4958,2020-04-16,MSFT,"Perdue, David",Sale,50001.0,"$50,001 - $100,000"
4959,2020-04-16,MSFT,"Perdue, David",Sale,50001.0,"$50,001 - $100,000"
4960,2020-04-14,MSFT,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
4961,2020-04-14,MSFT,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
4962,2020-04-13,MSFT,"Inhofe, James M.",Sale,50001.0,"$50,001 - $100,000"
4963,2020-04-07,MSFT,"Loeffler, Kelly",Sale,250001.0,"$250,001 - $500,000"
4964,2020-04-02,MSFT,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
4965,2020-03-26,MSFT,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
4966,2020-03-24,MSFT,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
4967,2020-03-19,MSFT,"Loeffler, Kelly",Purchase,15001.0,"$15,001 - $50,000"
4968,2020-03-09,MSFT,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
4969,2020-03-03,MSFT,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
4970,2020-02-11,MSFT,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
4971,2019-10-23,MSFT,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
4972,2019-10-15,MSFT,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
4973,2019-09-30,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
4974,2019-09-25,MSFT,"Moran, Jerry",Sale,1001.0,"$1,001 - $15,000"
4975,2019-06-10,MSFT,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
4976,2019-05-28,MSFT,"Coons, Chris",Sale,1001.0,"$1,001 - $15,000"
4977,2019-03-25,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
4978,2019-03-11,MSFT,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
4979,2019-02-28,MSFT,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
4980,2019-02-25,MSFT,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
4981,2019-01-29,MSFT,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
4982,2019-01-29,MSFT,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
4983,2018-12-07,MSFT,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
4984,2018-12-06,MSFT,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
4985,2018-12-06,MSFT,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
4986,2018-05-03,MSFT,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
4987,2018-04-24,MSFT,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
4988,2018-04-24,MSFT,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
4989,2018-04-23,MSFT,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
4990,2018-04-05,MSFT,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
4991,2018-04-05,MSFT,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
4992,2018-02-09,MSFT,"Inhofe, James M.",Purchase,15001.0,"$15,001 - $50,000"
4993,2018-01-04,MSFT,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
4994,2018-01-04,MSFT,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
4995,2018-01-04,MSFT,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
4996,2017-10-27,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
4997,2017-09-05,MSFT,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
4998,2017-07-20,MSFT,"Inhofe, James M.",Purchase,50001.0,"$50,001 - $100,000"
4999,2017-06-15,MSFT,"Murray, Patty",Sale,1001.0,"$1,001 - $15,000"
5000,2017-03-16,MSFT,"Murray, Patty",Purchase,1001.0,"$1,001 - $15,000"
5001,2016-07-25,MSFT,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
5002,2016-04-19,MSFT,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
5003,2016-03-31,MSFT,"Cassidy, Bill",Purchase,1001.0,"$1,001 - $15,000"
5004,2016-03-31,MSFT,"Cassidy, Bill",Purchase,1001.0,"$1,001 - $15,000"
5005,2016-02-12,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5006,2016-02-12,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5007,2016-02-12,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5008,2016-02-12,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5009,2016-02-12,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5010,2016-02-12,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5011,2016-02-11,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5012,2016-02-11,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5013,2016-02-11,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5014,2016-02-11,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5015,2016-02-11,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5016,2016-02-11,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5017,2016-02-10,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5018,2016-02-10,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5019,2016-02-10,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5020,2016-02-10,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5021,2016-02-10,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5022,2016-02-10,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5023,2016-02-09,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5024,2016-02-09,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5025,2016-02-09,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5026,2016-02-03,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5027,2016-02-03,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5028,2016-02-03,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5029,2016-01-27,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5030,2016-01-27,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5031,2016-01-27,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5032,2016-01-27,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5033,2016-01-22,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5034,2016-01-22,MSFT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5035,2016-01-06,MSFT,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
5036,2016-01-06,MSFT,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
5037,2017-09-05,TD,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
5038,2021-07-21,O,"Peters, Gary",Purchase,15001.0,"$15,001 - $50,000"
5039,2017-08-04,FLR,"Inhofe, James M.",Sale,50001.0,"$50,001 - $100,000"
5040,2017-05-17,FLR,"Inhofe, James M.",Purchase,50001.0,"$50,001 - $100,000"
5041,2022-10-05,AMAT,"Tuberville, Tommy",Sale,1001.0,"$1,001 - $15,000"
5042,2021-04-16,AMAT,"Wyden, Ron",Sale,50001.0,"$50,001 - $100,000"
5043,2021-04-06,AMAT,"Wyden, Ron",Sale,100001.0,"$100,001 - $250,000"
5044,2021-02-26,AMAT,"Wyden, Ron",Purchase,1001.0,"$1,001 - $15,000"
5045,2020-06-23,AMAT,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
5046,2020-06-17,AMAT,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
5047,2020-06-05,AMAT,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
5048,2020-04-17,AMAT,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
5049,2020-04-13,AMAT,"Loeffler, Kelly",Sale,1001.0,"$1,001 - $15,000"
5050,2020-04-06,AMAT,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
5051,2023-02-21,SBUX,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
5052,2021-06-04,SBUX,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
5053,2020-08-19,SBUX,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
5054,2020-08-19,SBUX,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
5055,2020-04-17,SBUX,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
5056,2020-04-14,SBUX,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
5057,2020-04-14,SBUX,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
5058,2020-04-06,SBUX,"Wyden, Ron",Purchase,1001.0,"$1,001 - $15,000"
5059,2020-04-03,SBUX,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
5060,2020-04-03,SBUX,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
5061,2020-04-02,SBUX,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
5062,2020-03-27,SBUX,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
5063,2020-03-24,SBUX,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
5064,2020-03-23,SBUX,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
5065,2020-03-23,SBUX,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
5066,2020-03-19,SBUX,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
5067,2018-12-07,SBUX,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
5068,2018-10-02,SBUX,"Collins, Susan M.",Sale,15001.0,"$15,001 - $50,000"
5069,2018-07-19,SBUX,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
5070,2018-06-13,SBUX,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
5071,2018-04-23,SBUX,"Cassidy, Bill",Purchase,1001.0,"$1,001 - $15,000"
5072,2017-12-07,SBUX,"Roberts, Pat",Sale,15001.0,"$15,001 - $50,000"
5073,2017-09-27,SBUX,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
5074,2017-09-27,SBUX,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
5075,2017-09-26,SBUX,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
5076,2017-08-07,SBUX,"Roberts, Pat",Sale,1001.0,"$1,001 - $15,000"
5077,2017-08-01,SBUX,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
5078,2017-07-28,SBUX,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
5079,2017-05-26,SBUX,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
5080,2017-04-21,SBUX,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
5081,2016-11-15,SBUX,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
5082,2016-09-12,SBUX,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
5083,2016-08-18,SBUX,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
5084,2016-06-07,SBUX,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
5085,2016-05-16,SBUX,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
5086,2016-05-05,SBUX,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
5087,2021-09-30,KEYS,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
5088,2020-11-20,KEYS,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
5089,2020-01-29,KEYS,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
5090,2020-01-29,KEYS,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
5091,2020-01-29,KEYS,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
5092,2021-07-16,MTUM,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
5093,2018-10-11,MTUM,"Kennedy, John",Purchase,1001.0,"$1,001 - $15,000"
5094,2016-05-02,MTUM,"Toomey, Pat",Sale,15001.0,"$15,001 - $50,000"
5095,2021-03-26,QRTEP,"Hagerty, Bill",Purchase,15001.0,"$15,001 - $50,000"
5096,2022-03-30,SPGI,"Tuberville, Tommy",Sale,1001.0,"$1,001 - $15,000"
5097,2022-10-06,CSCO,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
5098,2022-06-23,CSCO,"Fischer, Deb",Sale,1001.0,"$1,001 - $15,000"
5099,2022-01-18,CSCO,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
5100,2022-01-12,CSCO,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
5101,2021-12-21,CSCO,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
5102,2021-12-21,CSCO,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
5103,2021-02-08,CSCO,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
5104,2020-08-19,CSCO,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
5105,2020-08-19,CSCO,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
5106,2020-04-14,CSCO,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
5107,2020-04-14,CSCO,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
5108,2020-04-14,CSCO,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
5109,2020-04-14,CSCO,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
5110,2020-04-14,CSCO,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
5111,2020-04-14,CSCO,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
5112,2020-04-14,CSCO,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
5113,2020-04-07,CSCO,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
5114,2020-04-07,CSCO,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
5115,2020-04-06,CSCO,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
5116,2020-03-24,CSCO,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
5117,2020-03-20,CSCO,"Loeffler, Kelly",Purchase,50001.0,"$50,001 - $100,000"
5118,2020-03-13,CSCO,"Loeffler, Kelly",Purchase,100001.0,"$100,001 - $250,000"
5119,2019-03-25,CSCO,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
5120,2019-02-25,CSCO,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
5121,2019-02-04,CSCO,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
