,Date,Ticker,Senator,Transaction,Amount,Range
0,2022-01-14,AWK,"Tuberville, Tommy",Sale,15001.0,"$15,001 - $50,000"
1,2016-12-01,AWK,"Collins, Susan M.",Purchase,15001.0,"$15,001 - $50,000"
2,2016-12-01,AWK,"Collins, Susan M.",Purchase,15001.0,"$15,001 - $50,000"
3,2018-12-27,APTV,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
4,2018-11-16,APTV,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
5,2018-11-16,APTV,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
6,2018-10-08,APTV,"Inhofe, James M.",Purchase,15001.0,"$15,001 - $50,000"
7,2018-06-28,APTV,"Inhofe, James M.",Purchase,15001.0,"$15,001 - $50,000"
8,2016-03-24,RRC,"Inhofe, James M.",Sale,50001.0,"$50,001 - $100,000"
9,2017-06-15,CMA,"Murray, Patty",Sale,1001.0,"$1,001 - $15,000"
10,2017-03-16,CMA,"Murray, Patty",Purchase,1001.0,"$1,001 - $15,000"
11,2022-03-30,RF,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
12,2020-04-14,RF,"Perdue, David",Sale,50001.0,"$50,001 - $100,000"
13,2020-04-14,RF,"Perdue, David",Sale,50001.0,"$50,001 - $100,000"
14,2020-03-16,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
15,2019-12-09,RF,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
16,2019-11-11,RF,"Perdue, David",Purchase,100001.0,"$100,001 - $250,000"
17,2019-10-23,RF,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
18,2019-10-11,RF,"Perdue, David",Sale,100001.0,"$100,001 - $250,000"
19,2018-12-21,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
20,2018-12-12,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
21,2018-10-24,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
22,2018-10-23,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
23,2018-07-13,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
24,2018-06-25,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
25,2018-06-22,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
26,2018-06-21,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
27,2018-06-21,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
28,2018-02-08,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
29,2018-02-06,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
30,2018-02-06,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
31,2018-01-03,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
32,2017-11-30,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
33,2017-11-30,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
34,2017-08-11,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
35,2017-06-26,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
36,2017-06-22,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
37,2017-06-06,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
38,2017-06-01,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
39,2017-05-24,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
40,2017-05-24,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
41,2017-05-22,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
42,2017-05-19,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
43,2017-05-18,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
44,2017-05-18,RF,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
45,2022-06-17,BRK.B,"Tuberville, Tommy",Sale,100001.0,"$100,001 - $250,000"
46,2021-12-21,BRK.B,"Moran, Jerry",Sale,1001.0,"$1,001 - $15,000"
47,2021-12-21,BRK.B,"Moran, Jerry",Sale,1001.0,"$1,001 - $15,000"
48,2022-03-30,KEY,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
49,2020-04-07,KEY,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
50,2017-06-15,KEY,"Murray, Patty",Sale,1001.0,"$1,001 - $15,000"
51,2017-03-16,KEY,"Murray, Patty",Purchase,1001.0,"$1,001 - $15,000"
52,2016-02-10,KEY,"Enzi, Michael B.",Sale,1001.0,"$1,001 - $15,000"
53,2018-05-07,MGA,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
54,2017-05-30,MGA,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
55,2017-05-30,MGA,"Whitehouse, Sheldon",Purchase,15001.0,"$15,001 - $50,000"
56,2017-11-10,XON,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
57,2017-10-18,XON,"Warner, Mark",Sale,1000001.0,"$1,000,001 - $5,000,000"
58,2017-08-23,XON,"Inhofe, James M.",Purchase,1001.0,"$1,001 - $15,000"
59,2017-02-16,XON,"Inhofe, James M.",Purchase,15001.0,"$15,001 - $50,000"
60,2022-12-19,NU,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
61,2022-11-01,NU,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
62,2022-10-13,NU,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
63,2022-10-11,NU,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
64,2022-10-06,NU,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
65,2022-09-06,NU,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
66,2022-03-21,NU,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
67,2021-04-09,CWEN,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
68,2020-04-14,HCA,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
69,2020-04-14,HCA,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
70,2018-04-24,EV,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
71,2018-04-24,EV,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
72,2016-10-31,EV,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
73,2016-03-31,EV,"Cassidy, Bill",Purchase,1001.0,"$1,001 - $15,000"
74,2016-03-31,EV,"Cassidy, Bill",Purchase,1001.0,"$1,001 - $15,000"
75,2023-01-31,RIO,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
76,2022-01-18,RIO,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
77,2020-11-16,RIO,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
78,2020-04-15,MMP,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
79,2020-04-15,MMP,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
80,2019-01-31,MMP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
81,2018-09-24,MMP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
82,2018-09-24,MMP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
83,2016-03-30,MMP,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
84,2020-04-16,NKE,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
85,2020-04-16,NKE,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
86,2020-04-14,NKE,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
87,2020-04-14,NKE,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
88,2020-04-14,NKE,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
89,2020-04-14,NKE,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
90,2018-08-28,NKE,"King, Angus",Sale,1001.0,"$1,001 - $15,000"
91,2018-04-24,NKE,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
92,2018-04-24,NKE,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
93,2017-05-30,NKE,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
94,2017-01-04,NKE,"Hoeven, John",Purchase,100001.0,"$100,001 - $250,000"
95,2016-12-29,NKE,"Hoeven, John",Purchase,100001.0,"$100,001 - $250,000"
96,2016-06-27,NKE,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
97,2016-05-16,NKE,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
98,2016-01-21,NKE,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
99,2016-01-20,NKE,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
100,2016-01-20,NKE,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
101,2020-04-16,BP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
102,2020-04-16,BP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
103,2020-04-14,BP,"Loeffler, Kelly",Sale,50001.0,"$50,001 - $100,000"
104,2020-04-14,BP,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
105,2019-12-17,BP,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
106,2019-12-17,BP,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
107,2021-12-29,ENVA,"Hagerty, Bill",Sale,15001.0,"$15,001 - $50,000"
108,2020-08-21,TXN,"Moran, Jerry",Sale,1001.0,"$1,001 - $15,000"
109,2020-08-21,TXN,"Moran, Jerry",Sale,1001.0,"$1,001 - $15,000"
110,2019-09-25,TXN,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
111,2019-09-25,TXN,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
112,2020-08-03,MAR,"Wyden, Ron",Sale,100001.0,"$100,001 - $250,000"
113,2020-08-03,MAR,"Wyden, Ron",Sale,100001.0,"$100,001 - $250,000"
114,2020-06-05,MAR,"Wyden, Ron",Purchase,50001.0,"$50,001 - $100,000"
115,2020-06-04,MAR,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
116,2020-05-27,MAR,"Wyden, Ron",Purchase,50001.0,"$50,001 - $100,000"
117,2016-09-26,MAR,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
118,2021-06-08,BA,"Hagerty, Bill",Purchase,1001.0,"$1,001 - $15,000"
119,2020-12-22,BA,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
120,2020-12-21,BA,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
121,2020-12-07,BA,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
122,2020-12-04,BA,"Roberts, Pat",Sale,15001.0,"$15,001 - $50,000"
123,2020-11-16,BA,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
124,2020-11-09,BA,"Roberts, Pat",Sale,15001.0,"$15,001 - $50,000"
125,2020-09-04,BA,"Roberts, Pat",Sale,15001.0,"$15,001 - $50,000"
126,2020-08-05,BA,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
127,2020-06-30,BA,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
128,2020-06-05,BA,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
129,2020-04-16,BA,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
130,2020-04-16,BA,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
131,2020-03-26,BA,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
132,2019-03-15,BA,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
133,2019-03-15,BA,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
134,2018-07-30,BA,"Roberts, Pat",Sale,50001.0,"$50,001 - $100,000"
135,2018-06-07,BA,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
136,2018-06-06,BA,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
137,2018-02-05,BA,"Roberts, Pat",Purchase,50001.0,"$50,001 - $100,000"
138,2018-02-05,BA,"Roberts, Pat",Sale,15001.0,"$15,001 - $50,000"
139,2017-09-27,BA,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
140,2017-09-27,BA,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
141,2017-09-27,BA,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
142,2017-06-15,BA,"Murray, Patty",Sale,1001.0,"$1,001 - $15,000"
143,2017-03-16,BA,"Murray, Patty",Purchase,1001.0,"$1,001 - $15,000"
144,2017-01-24,BA,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
145,2016-12-27,BA,"Roberts, Pat",Sale,15001.0,"$15,001 - $50,000"
146,2016-11-15,BA,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
147,2016-09-28,BA,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
148,2021-12-23,CEM,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
149,2021-10-15,SPG,"Toomey, Pat",Purchase,1001.0,"$1,001 - $15,000"
150,2021-05-25,SPG,"Peters, Gary",Purchase,1001.0,"$1,001 - $15,000"
151,2017-06-05,SPG,"Peters, Gary",Purchase,1001.0,"$1,001 - $15,000"
152,2017-04-20,SPG,"Hoeven, John",Sale,100001.0,"$100,001 - $250,000"
153,2017-01-04,SPG,"Hoeven, John",Purchase,100001.0,"$100,001 - $250,000"
154,2016-12-30,SPG,"Peters, Gary",Purchase,1001.0,"$1,001 - $15,000"
155,2016-12-29,SPG,"Hoeven, John",Purchase,100001.0,"$100,001 - $250,000"
156,2017-11-07,TMUS,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
157,2017-11-01,TMUS,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
158,2017-01-24,TMUS,"Whitehouse, Sheldon",Purchase,15001.0,"$15,001 - $50,000"
159,2019-02-28,ADI,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
160,2019-02-28,ADI,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
161,2018-05-24,ADI,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
162,2018-04-24,ADI,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
163,2018-04-24,ADI,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
164,2018-04-05,ADI,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
165,2018-04-05,ADI,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
166,2018-03-09,ADI,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
167,2017-06-19,ADI,"Reed, John F.",Purchase,1001.0,"$1,001 - $15,000"
168,2017-05-08,ADI,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
169,2017-05-05,ADI,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
170,2017-03-14,ADI,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
171,2017-03-06,ADI,"Reed, John F.",Purchase,1001.0,"$1,001 - $15,000"
172,2017-03-06,ADI,"Reed, John F.",Purchase,1001.0,"$1,001 - $15,000"
173,2017-02-10,ADI,"Whitehouse, Sheldon",Purchase,15001.0,"$15,001 - $50,000"
174,2020-04-14,EQM,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
175,2020-04-14,EQM,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
176,2020-04-13,EQM,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
177,2020-04-13,EQM,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
178,2018-09-10,EQM,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
179,2018-09-10,EQM,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
180,2018-03-15,EQM,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
181,2020-04-14,GPK,"Perdue, David",Sale,100001.0,"$100,001 - $250,000"
182,2020-04-14,GPK,"Perdue, David",Sale,100001.0,"$100,001 - $250,000"
183,2020-03-30,GPK,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
184,2020-03-27,GPK,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
185,2020-02-26,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
186,2020-02-26,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
187,2020-02-25,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
188,2020-02-25,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
189,2020-01-27,GPK,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
190,2020-01-22,GPK,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
191,2020-01-14,GPK,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
192,2019-11-14,GPK,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
193,2019-09-25,GPK,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
194,2019-08-15,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
195,2019-08-14,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
196,2019-08-14,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
197,2019-08-12,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
198,2019-08-09,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
199,2019-08-08,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
200,2019-08-02,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
201,2019-08-02,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
202,2019-08-01,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
203,2019-07-31,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
204,2019-07-30,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
205,2019-01-08,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
206,2018-12-20,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
207,2018-11-28,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
208,2018-11-20,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
209,2018-11-05,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
210,2018-11-02,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
211,2018-11-02,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
212,2018-10-31,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
213,2018-10-31,GPK,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
214,2018-10-30,GPK,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
215,2018-10-01,GPK,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
216,2018-07-17,GPK,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
217,2017-12-04,GPK,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
218,2017-09-27,GPK,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
219,2017-09-27,GPK,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
220,2017-03-22,GPK,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
221,2021-12-28,RNR,"Hagerty, Bill",Sale,250001.0,"$250,001 - $500,000"
222,2021-12-23,RNR,"Hagerty, Bill",Sale,250001.0,"$250,001 - $500,000"
223,2020-05-07,BLL,"Wyden, Ron",Purchase,50001.0,"$50,001 - $100,000"
224,2016-02-08,ETE,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
225,2016-02-08,ETE,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
226,2016-02-08,ETE,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
227,2017-10-18,ZIOP,"Warner, Mark",Sale,250001.0,"$250,001 - $500,000"
228,2019-02-12,HAS,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
229,2016-10-26,HAS,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
230,2016-10-26,HAS,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
231,2016-08-22,HAS,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
232,2016-07-07,HAS,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
233,2016-07-07,HAS,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
234,2022-10-05,IT,"Tuberville, Tommy",Sale,1001.0,"$1,001 - $15,000"
235,2022-03-30,IT,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
236,2020-04-14,EMR,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
237,2020-04-14,EMR,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
238,2020-04-07,EMR,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
239,2020-03-20,EMR,"Loeffler, Kelly",Purchase,250001.0,"$250,001 - $500,000"
240,2020-03-09,EMR,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
241,2019-04-10,EMR,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
242,2018-04-24,EMR,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
243,2018-04-24,EMR,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
244,2018-04-23,EMR,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
245,2018-04-05,EMR,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
246,2018-04-05,EMR,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
247,2017-08-09,EMR,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
248,2017-08-09,EMR,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
249,2017-01-30,EMR,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
250,2016-03-31,EMR,"Cassidy, Bill",Purchase,1001.0,"$1,001 - $15,000"
251,2016-03-31,EMR,"Cassidy, Bill",Purchase,1001.0,"$1,001 - $15,000"
252,2022-01-13,NWL,"Tuberville, Tommy",Sale,15001.0,"$15,001 - $50,000"
253,2021-07-16,NWL,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
254,2017-12-18,NWL,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
255,2017-12-05,NWL,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
256,2017-08-31,NWL,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
257,2017-08-24,NWL,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
258,2016-05-18,NWL,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
259,2016-04-26,NWL,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
260,2016-04-26,NWL,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
261,2016-03-24,NWL,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
262,2016-03-24,NWL,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
263,2016-03-01,NWL,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
264,2016-02-12,NWL,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
265,2022-01-21,ABC,"Tuberville, Tommy",Sale,15001.0,"$15,001 - $50,000"
266,2016-11-15,HDS,"Roberts, Pat",Sale,1001.0,"$1,001 - $15,000"
267,2016-06-10,HDS,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
268,2022-03-30,NDAQ,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
269,2019-11-19,NDAQ,"Toomey, Pat",Purchase,1001.0,"$1,001 - $15,000"
270,2019-11-19,NDAQ,"Toomey, Pat",Sale,1001.0,"$1,001 - $15,000"
271,2020-11-20,BAH,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
272,2020-04-14,BAH,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
273,2020-04-14,BAH,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
274,2019-12-31,BAH,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
275,2017-12-08,RGC,"Bennet, Michael",Sale,500001.0,"$500,001 - $1,000,000"
276,2017-03-28,RGC,"Bennet, Michael",Sale,500001.0,"$500,001 - $1,000,000"
277,2021-12-29,CCEP,"Hagerty, Bill",Sale,50001.0,"$50,001 - $100,000"
278,2016-12-01,SRCL,"Collins, Susan M.",Sale,15001.0,"$15,001 - $50,000"
279,2016-12-01,SRCL,"Collins, Susan M.",Sale,15001.0,"$15,001 - $50,000"
280,2016-03-09,SRCL,"Collins, Susan M.",Purchase,15001.0,"$15,001 - $50,000"
281,2022-01-13,FGSCX,"Tuberville, Tommy",Sale,15001.0,"$15,001 - $50,000"
282,2022-10-06,VRTX,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
283,2019-02-04,VRTX,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
284,2018-03-09,VRTX,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
285,2022-11-29,C,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
286,2022-11-29,C,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
287,2022-01-18,C,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
288,2021-12-17,C,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
289,2021-07-26,C,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
290,2021-03-25,C,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
291,2020-07-09,C,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
292,2020-04-24,C,"Wyden, Ron",Sale,1001.0,"$1,001 - $15,000"
293,2020-04-16,C,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
294,2020-04-16,C,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
295,2020-04-07,C,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
296,2020-03-09,C,"Inhofe, James M.",Sale,50001.0,"$50,001 - $100,000"
297,2019-12-11,C,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
298,2019-06-10,C,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
299,2019-04-09,C,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
300,2018-12-03,C,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
301,2018-06-06,C,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
302,2018-05-07,C,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
303,2018-05-03,C,"Inhofe, James M.",Sale,1001.0,"$1,001 - $15,000"
304,2018-04-24,C,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
305,2018-02-08,C,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
306,2018-01-08,C,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
